축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
계양산국악제,계산체육공원,2024-04-26,2024-04-27,국악경연대회(예선 : 온라인심사+결선 : 대면심사)+축하·기획·특별공연,인천광역시 계양구,인천광역시 계양구,인천광역시,032-450-5874,,,인천광역시 계양구 주부토로 570,,37.545044,126.728998,2024-11-25,3550000,인천광역시 계양구
제2회 계양 아라뱃길 워터축제,계양아라온 황어광장 일원,2024-07-26,2024-07-28,물놀이존 및 수상레저 체험+총놀이 이벤트+무료체험활동 등,인천광역시 계양구+한국수자원공사,(주)수자원환경산업진흥,,032-450-4103,,,,인천광역시 계양구 장기동 109-1,37.574676,126.738049,2024-11-25,3550000,인천광역시 계양구
제30회 구민의 날 기념 가을음악회,계양 아시아드 양궁장,2024-10-05,2024-10-05,인기가수 및 지역예술인 공연+드론쇼,인천광역시 계양구,인천광역시 계양구,,032-450-5874,,,인천광역시 계양구 봉오대로 855,인천광역시 계양구 서운동 207,37.532655,126.747539,2024-11-25,3550000,인천광역시 계양구
부산불꽃축제,광안리해수욕장 등,2024-11-09,2024-11-09,불꽃 토크쇼+부산멀티불꽃쇼 등,(사)부산문화관광축제조직위원회,부산광역시청,,051-888-5222,http://www.bfo.or.kr/main/index.asp,,부산광역시 수영구 광안해변로 219,부산광역시 수영구 광안동 192-16,35.15377276,129.1185199725,2024-12-05,6260000,부산광역시
부산시민의종 타종식,용두산공원,2024-12-31,2025-01-01,시민의종 타종+문화공연,(사)부산문화관광축제조직위원회,부산광역시청,,051-888-5224,http://www.bfo.or.kr/main/index.asp,,부산광역시 중구 용두산길 37-55(광복동2가),부산광역시 중구 동광동2가 17-6,35.1002085571,129.0322777511,2024-12-05,6260000,부산광역시
시흥 거북섬 산타 페스타,거북섬 웨이브파크 광장,2024-12-07,2024-12-07,사계절을 테마로 한 특색 있는 축제 개최,경기도 시흥시,경기도 시흥시,,031-310-2917,,,경기도 시흥시 시청로 20,경기도 시흥시 장현동 300,37.380422,126.8040652,2024-12-06,4010000,경기도 시흥시
라벤더축제,무릉별유천지,2024-06-08,2024-06-23,개막식+공연행사+먹거리부스운영+라벤더사진체험등,동해문화관광재단,강원특별자치도 동해시청,강원특별자치도 동해시청,033-530-2381,http://dhfesta.or.kr/dhlf/,,강원특별자치도 동해시 이기로 97,강원특별자치도 동해시 삼화동 762-6,37.47612138,129.0337136,2025-02-18,4211000,강원특별자치도 동해시
도째비페스타,묵호항 여객선터미널 일대,2025-07-18,2025-07-20,개막식+공연행사+먹거리+체험거리부스운영,동해문화관광재단,강원특별자치도 동해시청,강원특별자치도 동해시청,033-530-2412,http://dhfesta.or.kr/dmdf/,,강원특별자치도 동해시 일출로22,강원특별자치도 동해시 묵호진동 13-48,37.55031291,129.1125007,2025-02-18,4211000,강원특별자치도 동해시
동해 무릉제,동해웰빙레포츠타운,2025-09-25,2025-09-28,개막식+공연행사+먹거리+체험거리부스운영,동해문화관광재단,강원특별자치도 동해시청,강원특별자치도 동해시청,033-530-2412,http://dhfesta.or.kr/dmrf/,,강원특별자치도 동해시 덕골길 10,강원특별자치도 동해시 천곡동 363-1,37.51605831,129.1021986,2025-02-18,4211000,강원특별자치도 동해시
삼화사국행수륙대재,삼화사,2025-10-17,2025-10-19,불교의례+의식진행,대한불교 조계종 삼화사,강원특별자치도 동해시청,강원특별자치도 동해시청,033-530-2461,http://samhwasa.or.kr,,강원특별자치도 동해시 삼화로 584,강원특별자치도 동해시 삼화동 860-1,37.46357478,129.0146909,2025-02-18,4211000,강원특별자치도 동해시
제22회 강북구 3·1독립운동 기념행사,삼각산 도선사 및 우이동 봉황각,2025-03-01,2025-03-01,"타종식 및 만세행진, 기념식, 체험 프로그램",서울특별시 강북구청,서울특별시 강북구청,천도교 중앙총부 및 삼각산 도선사,02-901-6204,www.gangbuk.go.kr,,서울특별시 강북구 삼양로173길 107-12,서울특별시 강북구 우이동 254,37.66019851,127.0060603,2025-02-20,3080000,서울특별시 강북구
4.19혁명 국민문화제,국립4.19민주묘지,2025-04-12,2025-04-19,4.19혁명 기념+국민문화제,4.19혁명 국민문화제위원회,4.19 3개단체+서울특별시 강북구청,국가보훈부+서울특별시+서울특별시 교육청+KBS,02-901-6206,www.festival419.org/,,서울특별시 강북구 도봉로89길 13,서울특별시 강북구 수유동 192-59,37.63918553,127.0254518,2025-02-20,3080000,서울특별시 강북구
종교연합바자회,한신대학교 신학대학원,2024-10-12,2024-10-12,종교연합 바자회 기증물품 판매+문화공연 수익금전액 난치병어린이돕기 후원,서울특별시 강북구 관내 3종교연합,서울특별시 강북구 관내 3종교연합,서울특별시 강북구+한신대학교서울캠퍼스,02-901-6207,www.gangbuk.go.kr,,서울특별시 강북구 인수봉로 159,서울특별시 강북구 수유동 498-16,37.6350142,127.0129382,2025-02-20,3080000,서울특별시 강북구
제24회소래포구축제,인천 남동구 소래포구 일원 (해오름광장 및 소래포구관광벨트),2024-09-27,2024-09-29,소래바다를 주제로한 체험행사 및 문화공연,남동문화재단,인천광역시 남동구청,인천광역시,032-453-2142,www.namdong.go.kr/soraefestival,소래어등거리체험+소래인영상제+소래아트체험+소래꽃게낚시+맨손대하잡기+바다시네마콘서트+어죽시식회+남동인콘서트 등,"인천광역시 남동구 아암대로 1550, (논현동)",인천광역시 남동구 논현동 775,37.38725249,126.7269798,2025-02-18,3530000,인천광역시 남동구
진해군항제,중원로터리 및 진해구 일원,2025-03-29,2025-04-06,추모대제+승전행사+불꽃쇼+문화예술행사,(사)이충무공선양군항제위원회,경상남도 창원시,,,,,경상남도 창원시 진해구 진해대로 649(경화동),,35.15910367,128.6869291,2025-02-14,5670000,경상남도 창원시
진해군악의장페스티벌,진해공설운동장,2025-04-04,2025-04-06,개막행사+주공연장 마칭공연+프린지공연,(사)이충무공선양군항제위원회,경상남도 창원시,,,,,경상남도 창원시 진해구 충무로 43(도만동),,35.14836217,128.6554502,2025-02-14,5670000,경상남도 창원시
천주산진달래축제,천주산 일원,2024-04-06,2024-04-07,개막식+문화예술공연+노래자랑+체험행사,천주산진달래축제위원회,천주산진달래축제위원회,,,,,경상남도 창원시 의창구 북면 달천길 150,,35.28319567,128.5982517,2025-02-14,5670000,경상남도 창원시
비슬산 참꽃문화제,비슬산 자연휴양림 일원,2025-04-12,2025-04-13,개막식+부대행사+체험부스,달성문화재단+달성문화원,대구광역시 달성군,대구광역시,053-668-2172,http://culture.dalseong.daegu.kr,,대구광역시 달성군 유가읍 일연선사길 99,,35.6900115305,128.5129016586,2025-03-21,3480000,대구광역시 달성군
2025 꽃피는 남해,충렬사 광장 및 남해각 일원,2025-03-28,2025-03-29,꽃피는 남해+문화행사 등,남해군 관광문화재단,경상남도 남해군+남해관광문화재단,,055-860-8601,,,경상남도 남해군 노량로 183번길 27,,,,2025-03-21,5430000,경상남도 남해군
기장멸치축제,대변항 일원,2025-04-25,2025-04-27,"가요제, 각종 체험 프로그램, 콘서트 등",기장멸치축제추진위원회,기장멸치축제추진위원회,,051-709-4505,https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000302001000000,,,부산광역시 기장군 기장읍 대변리 274-17,,,2025-03-19,3400000,부산광역시 기장군
기장미역다시마축제,이동항 일원,2025-04-18,2025-04-20,"가요제, 미역다시마채취 체험, 축하공연 등",기장미역다시마축제추진위원회,기장미역다시마축제추진위원회,,051-709-4612,https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000302002000000,,,부산광역시 기장군 일광읍 이천리 170-8,,,2025-03-19,3400000,부산광역시 기장군
기장갯마을축제,일광해수욕장 일원,2025-07-30,2025-08-03,"체험행사, 주제공연 뮤지컬 경연, 콘서트 등",기장갯마을축제추진위원회,기장갯마을축제추진위원회,,051-709-4065,https://www.gijang.go.kr/tour/index.gijang?menuCd=DOM_000000302005000000,,부산광역시 기장군 일광읍 3길 17 (일광해수욕장 이벤트무대),,,,2025-03-19,3400000,부산광역시 기장군
일광낭만가요제,일광해수욕장 일원,2025-08-01,2025-08-03,아마추어 가요제 예선 및 본선,일광낭만가요제추진위원회,일광낭만가요제추진위원회,,051-709-4065,https://www.gijang.go.kr/tour/board/list.gijang?boardId=BBS_0000023&menuCd=DOM_000000302008000000&contentsSid=535&cpath=2Ftour,,부산광역시 기장군 일광읍 3길 17 (일광해수욕장 이벤트무대),,,,2025-03-19,3400000,부산광역시 기장군
차성문화제,"기장읍성, 기장중학교, 새마을어린이공원",2025-09-27,2025-09-28,"입장퍼레이드, 체험행사, 축하공연 등",차성문화제추진위원회,차성문화제추진위원회,,051-709-4062,https://www.gijang.go.kr/tour/index.gijang?menuCd=DOM_000000302006000000,,부산광역시 기장군 기장읍 읍내로 120,,,,2025-03-19,3400000,부산광역시 기장군
정관생태하천학습문화축제,좌광천 일원,2025-10-17,2025-10-19,"공연, 전시, 참여 및 체험행사, 부대행사 등",정관생태하천학습문화축제추진위원회,정관생태하천학습문화축제추진위원회,,051-709-4332,https://www.gijang.go.kr/tour/index.gijang?menuCd=DOM_000000302007000000,,부산광역시 기장군 정관읍 구연3로 27,,,,2025-03-19,3400000,부산광역시 기장군
제20회 예래생태체험축제,예래 논짓물 일원,2022-07-30,2022-07-31,생태마을탐방+맨손으로 넙치잡기+노래자랑 등,예래생태체험축제위원회,예래동주민자치위원회,,064-760-4845,https://seogwipo.go.kr/festivals/yerae/info/intro.htm,,제주특별자치도 서귀포시 예래해안로 256,제주특별자치도 서귀포시 하예동 532-3,33.23654976,126.3887523,2024-11-07,6520000,제주특별자치도 서귀포시
도구로 가을 축제,도구머리공원,2024-10-26,2024-10-26,가을즐기기(단풍길 스케치북 및 포토존)+문화공연+체험부스 및 프리마켓 운영,방배2동 주민자치위원회,방배2동 주민자치위원회,,,,,,서울특별시 서초구 방배동 산75-6,,,2024-08-06,3210000,서울특별시 서초구
명량대첩축제,녹진관광지 일원,2024-10-18,2024-10-20,해전재현+출정식+만가행진+부대행사 등,(재)명량대첩기념사업회,전라남도+전라남도 진도군+전라남도 해남군,문화체육관광부+한국관광공사 등,061-540-3407,http://www.mldc.kr/web/,,전라남도 진도군 군내면 진도대로 8459-13,전라남도 진도군 군내면 녹진리 1,34.570758,126.300937,2024-12-04,5000000,전라남도 진도군
세종축제,세종호수+중앙공원 일원,2024-10-09,2024-10-12,세종대왕과 애민정신을 바탕으로 5개 테마(한글 과학 친환경 시민 연계) 반영하여 만든 축제 세종한글놀이터+세종과학놀이터+시민기획 공모,세종특별자치시 문화관광재단,세종특별자치시청,,044-850-0592,https://www.sjcf.or.kr/index.do,,세종특별자치시 호수공원길 155(세종동 1201),,36.49717958,127.2734851,2024-11-29,5690000,세종특별자치시
세종조치원복숭아축제,도토리파크,2024-07-26,2024-07-28,세종시 대표 특산물인 복숭아를 테마로 한 문화관광축제 및 복숭아 판촉행사,세종조치원 복숭아축제 추진위원회,세종조치원 복숭아연합 영농법인,,044-850-0560,https://www.sjcf.or.kr/index.do,,세종특별자치시 조치원읍 문예회관길 22,,36.5998248,127.287846,2024-11-29,5690000,세종특별자치시
세종낙화축제,세종중앙공원 잔디마당 일원,2024-05-12,2024-05-12,시 무형문화유산인 세종불교낙화법을 매개로 특별한 볼거리 제공 타닥타닥 타는 불꽃이 낙화봉 끄트머리에서 꽃잎처럼 흩날려 밤하늘을 수놓는 모습 감상,세종특별자치시 문화관광재단,세종특별자치시청,,044-850-0593,https://www.sjcf.or.kr/index.do,,,세종특별자치시 중앙공원로 60,36.4914325,127.271784,2024-11-29,5690000,세종특별자치시
금강청소년축제,이응다리(금강보행교) 일원,2024-09-07,2024-09-07,청소년들의 끼와 열정을 펼치는 청소년 문화예술 축제+경연대회+토크콘서트+축하공연+체험부스,세종특별자치시 문화관광재단,세종특별자치시청,,044-850-0594,https://www.sjcf.or.kr/index.do,,,세종특별자치시 세종동 735-485,36.50585148,127.286319,2024-11-29,5690000,세종특별자치시
세종빛축제,이응다리+금강수변,2023-12-02,2024-02-18,미디어파사드+빛조형물+미디어갤러리 등,세종특별자치시,세종특별자치시,,044-300-5832,https://www.sejong.go.kr/light.do,,,세종특별자치시 세종동 735-484,36.48503708,127.2842079,2024-11-29,5690000,세종특별자치시
2024 세종 보헤미안 뮤직 페스티벌,세종중앙공원 도시축제마당,2024-10-12,2024-10-13,12일(장기하+최유리+나상현씨밴드 등) 13일(김창완 밴드+SURL+불고기디스코 등)+얼리버드티켓(7-22~7-30),세종특별자치시 문화관광재단,세종특별자치시 문화관광재단,,044-850-0572,https://www.nurirock.or.kr/base/nrr/performance/read?performanceNo=105&menuLevel=2&menuNo=31,,세종특별자치시 중앙공원로 60,,36.49514774,127.276019,2024-11-29,5690000,세종특별자치시
"2024 가치누리 문화거리 보람동 <하는보람, 사는보람>",보람동 752,2024-05-31,2024-07-13,문화거리 축제_시작하는 보람+정기 거리공연_채우는 보람+거리 큐레이팅_입히는 보람+만나는 보람+노는 보람,세종특별자치시 문화관광재단,세종특별자치시 문화관광재단,,044-850-0559,https://www.sjcf.or.kr/,,,세종특별자치시 보람동 752,36.4776561,127.2891283,2024-11-29,5690000,세종특별자치시
한마음축제,용산아트홀 대극장 미르,2024-10-18,2024-10-18,용산구민의 날을 기념하며 구민화합 도모를 위한 문화행사,서울특별시 용산구청 문화진흥과,서울특별시 용산구청 문화진흥과,,,,,서울특별시 용산구 녹사평대로 150,,,,2024-12-03,3020000,서울특별시 용산구
